alumno,espanol,matematicas
9207,"MANEJA UN LENGUAJE MUY CLARO, EXPRESA SUS IDEAS CON MUCHA COHERENCIA, MEMORIZA POEMAS CORTOS Y LOS DECLAMA CON MUCHA SEGURIDAD. 
","OBSERVA Y RECONOCE EN QUE OBJETOS SE UTILIZAN LOS N˙MEROS, ASÌ COMO EN QUE SITUACIONES COTIDIANAS UTILIZAMOS LOS N˙MEROS COMO POR EJEMPLO, EN ALGUNOS ELECTRODOMÈSTICOS QUE TENEMOS EN CASA, EN EL RELOJ, EN EL BUZÛN, ETCÈTERA. 
"
9208,ESCRIBE SU NOMBRE CON GRAFÌAS Y RECURSOS PROPIOS. AL NARRAR DIVAGA LO HACE SIN TENER UNA IDEA CLARA DE LO QUE QUIERE COMUNICAR. SOLICITA AYUDA. ,"LOGRA REPRODUCIR PATRONES Y FORMAS GEOMÈTRICAS. SU RANGO DE CONTEO ES DEL 1 AL 10. FORMA COLECCIONES E IDENTIFICA DONDE HAY M·S,MENOS O IGUAL."
9209,"INTENTA ENTABLAR CONVERSACIÛN SOBRE LO QUE SABE DE UN TEMA USANDO FRASES CORTAS, REQUIERE DE PREGUNTAS PARA PODER DECIR LO QUE VE EN UN OBJETO, NARRA CUENTOS  A PARTIR DE UN PUNTO DADO EN LA HISTORIA."," AL REALIZAR ACCIONES DE CONTEO MENCIONA LOS N˙MEROS QUE CONOCE 1, 4, 5, 8, 6, 10, DISTINGUE LOS N˙MEROS EN OBJETOS SIN CONOCER SU FUNCIÛN."
9210,"ESCRIBE SU NOMBRE CON DIVERSOS PROPÛSITOS (IDENTIFICAR SUS TRABAJOS Y PERTENENCIAS, REGISTRAR SU PARTICIPACIÛN EN ALGUNAS TAREAS, ETC.)","UBICA OBJETOS O LUGARES CUYA UBICACIÛN DESCONOCE, A TRAVÈS DE LA INTERPRETACIÛN DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA. CONSTRUYE CONFIGURACIONES CON CUERPOS, FORMAS Y FIGURAS GEOMÈTRICAS. "
9211,"EMPLEA SU LENGUAJE PARA MANTENER CONVERSACIONES DE MANERA FLUIDA, ESCRIBE SIN PROBLEMA SU NOMBRE Y LOGRA IDENTIFICAR LA CANTIDAD DE LETRAS QUE LO CONFORMAN.
RESPETA TURNOS PARA DAR SU OPINION SOBRE ALGUN TEMA DE SU INTERES, ESCUCHA CON ATENCION.
","MEDIANTE DISTINTAS ACTIVIDADES REALIZA EL CONTEO DE OBJETOS QUE SE LE MUESTRAN Y MENCIONA LA CANTIDAD FINAL.
REALIZA EL CONTEO CORRECTO DE FORMA ASCENDENTE 1-10, IDENTIFICA SIN PROBLEMA ALGUNOS NUMEROS DE SU USO DIARIO.
"
9212,"SE OBSERVA DEFINICIÛN EN LOS RASGOS DE LA ESCRITURA, MANEJA UN VOCABULARIO CLARO, SENCILLO Y MUY BREVE AL NARRAR Y DESCRIBIR PERSONAJES PREFERIDOS Y RECONOCE UN INSTRUCTIVO, UNA CARTA O UN RECADO Y ESCRIBE ALGUNAS PALABRAS.
","IDENTIFICA N˙MEROS EN LA VIDA COTIDIANA, CUMPLE CON LAS INSTRUCCIONES PARA INDICAR REFERENCIAS ESPACIALES PARA UBICAR LUGARES, PERSONAS Y OBJETOS, EN ESPACIOS CON RELACIÛN A LAS POSICIONES: CERCA, LEJOS, ENCIMA, ETC.
"
9213,"CUENTA CHISTES Y PARTICIPA EN OTROS JUEGOS DE LENGUAJE COMO ENCONTRAR PALABRAS QUE RIMAN Y/O DECIR RIMAS.
MUESTRA SEGURIDAD Y COHERENCIA PARA EXPRESAR SU OPINIÛN ACERCA DE UN TEMA Y ESCUCHAR OTRAS OPINIONES.","GRADUALMENTE Y DE MANERA INDIVIDUAL COMIENZA A IDENTIFICAR LOS DATOS DE UN PROBLEMA DE CANTIDAD POR LO QUE RECONOCE QUE ACCIONES DEBE APLICAR SOBRE LAS COLECCIONES PARA RESOLVERLOS (AGREGAR, QUITAR, REPARTIR, IGUAL.)
USA EXPRESIONES TEMPORALES."
9214,"REALIZA DESCRIPCIONES DE PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCHAR LA NARRACIÛN DE UN CUENTO LLEVANDO UNA SECUENCIA LÛGICA. SU ESCRITURA MOSTRO AVANCES SIGNIFICATIVOS, ESCRIBE PALABRAS CON AYUDA DE PORTADORES DE TEXTO","RECONOCE LA SECUENCIA ESTABLE DE LA SERIE NUMÈRICA DEL 1-30, DETERMINA A TRAVÈS DEL CONTEO LA CANTIDAD DE ELEMENTOS EN DIFERENTES COLECCIONES AL PARTICIPAR EN JUEGOS."
9215,"MANIFIESTA LAS RAZONES POR LAS CUALES ELIGE UN MATERIAL BIBLIOGR·FICO, DESCRIBE ALGUNAS DE LAS CARACTERÌSTICAS QUE LE LLAMARON M·S LA ATENCIÛN Y DA RECOMENDACIONES PARA EXPLORARLO. ","IDENTIFICA ALGUNOS USOS DE LOS N˙MEROS EN LA VIDA COTIDIANA, CONVERSA EN QUÈ SITUACIONES LOS EMPLEA Y ENTIENDE QUÈ SIGNIFICAN "
9216,RECONOCE Y ESCRIBE SU NOMBRE POR SI SOLO UTILIZA SU LENGUAJE ORAL Y ESCRITO PARA EXPRESAR SUS OPINIONES LOGRA DECIR RIMAS TRABALENGUAS ADIVINANZAS,PARTICIPA EN JUEGOS QUE LE PERMITEN UBICARSE EN DIFERENTES ESPACIOS SEG˙N SE LE INDIQUE Y HACE REPRESENTACIÛN GR·FICA POR MEDIO DE CROQUIS
9217,"MUESTRA GUSTO POR DE LEER Y EXPLORAR CUENTOS; ELIJE LOS QUE SON DE SU INTERÈS. SABE QUE EXISTEN DIFERENTES PALABRAS Y TÈRMINOS PROPIOS DE CADA REGIÛN, CONOCE CUALES PERTENECEN A LA SUYA Y ALGUNOS OTROS QUE SE UTILIZAN EN OTRAS PARTES.","UTILIZA INSTRUMENTOS NO CONVENCIONALES PARA MEDIR DISTANCIAS Y LONGITUDES DE OBJETOS DIVERSOS, MUESTRA LAS ESTRATEGIAS QUE HIZO PARA REGISTRAR LOS RESULTADOS Y REALIZA COMPARACIONES A PARTIR DE ELLOS."
9218,"LOGRA COMENTAR NOTICIAS QUE ESCUCHA O VE EN DIFERENTES MEDIOS, COMPARTE SUS IDEAS SOBRE LO QUE OPINA DE DIFERENTES TEMAS Y PARTICIPA COMPARTIENDO RIMAS, ADIVINANZAS, CANCIONES QUE SABE. ","REALIZA EL CONTEO ORAL EN ORDEN HASTA EL NUMERO 100 Y LOS PUEDE ESCIBIR, EFECT⁄A ACTIVIDADES DONDE IGUALA Y CLASIFICA SEG⁄N LA CANTIDAD DE ELEMENTOS, COMENTA EL ORDEN EN QUE OCURREN DIFERENTES EVENTOS DE SU VIDA DIARIA."
9219,"CONOCE LAS PARTES DE UNA CARTA Y EL USO DE ESTAS. MUESTRA INTERÈS POR CONOCER LOS SEÒALAMIENTOS DENTRO DE ALG˙N LUGAR Y LOS DE LA CALLE, COMO LOS DE TR·NSITO. 
","MUESTRA INTERÈS POR CONOCER LOS DIFERENTES USOS DE LOS N˙MEROS EN LA VIDA COTIDIANA, CÛMO ES QUE LE PUEDEN SER DE UTILIDAD EN SUS ACTIVIDADES.
"
9220,"EXPRESA CON EFICACIA SUS IDEAS ACERCA DE DIVERSOS TEMAS Y ATIENDE LO QUE SE DICE EN INTERACCIONES CON OTRAS PERSONAS. EXPRESA GR·FICAMENTE NARRACIONES CON RECURSOS PERSONALES

","RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE LAS COLECCIONES.
 COMUNICA DE MANERA ORAL Y ESCRITA LOS N˙MEROS DEL 1 AL 10 EN DIVERSAS SITUACIONES Y DE DIFERENTES MANERAS, INCLUIDA LA CONVENCIONAL.
"
9221,ESCUCHA LA NARRACIÛN DE DISTINTOS GÈNEROS LITERARIOS ES CAPAZ DE DESCRIBIR LOS MOMENTOS QUE LE PROVOCARON ALGUNA SENSACIÛN O SENTIMIENTO. PRACTICA Y UTILIZA LETRAS CONVENCIONALES EN SUS PRODUCCIONES PARA ESCRIBIR PALABRAS CORTAS Y EXPRESAR IDEAS. ,"LOGRA CONTAR EN ORDEN ASCENDENTE DESDE EL NUMERO 1 HASTA EL 20 EN ACTIVIDADES, JUEGOS O CANCIONES. UTILIZA LA PALABRAS ADECUADAS PARA EXPLICAR UNA TRAYECTORIA CON SISTEMAS DE REFERENCIA RESPECTO A LA UBICACIÛN ESPACIAL ENTRE PUNTOS COMO ARRIBA, ABAJO"
9222,CON AYUDA LLEVA A CABO LA ESCRITURA DE SU NOMBRE Y PALABRAS CORTAS QUE LE SON FAMILIARES INICIANDO A DESCUBRIR QUE SE ESCRIBEN SIEMPRE DE LA MISMA MANERA.,"CONOCE ALGUNOS INSTRUMENTOS DE MEDICIÛN, SABE PARA QUE SE UTILIZAN LOS QUE LE SON M·S FAMILIARES COMO EL PESO, TERMÛMETRO, RELOJ, CALENDARIO."
9223,INTERPRETA LAS ACCIONES QUE SON NECESARIAS REALIZAR PARA LLEVAR A CABO UNA ACTIVIDAD. ORDENA SECUENCIAS TEMPORALES CON IMAGENES. UTILIZA MARCAS GRAFICAS Y LETRAS CON LA INTENCION DE COMUNICAR ALGO POR ESCRITO.,"REALIZA ESTIMACIONES PERCEPTUALES DE OBJETOS SOBRE PESO Y MEDIDA (LARGO, CORTO, PESADO, LIGERO, LLENO, VACÌO). DISTINGUE, REPRODUCE Y CONTINUA PATRONES EN FORMA GRAFICA Y CONCRETA. REALIZA CONFIGURACIONES GEOM…TRICAS UTILIZANDO MATERIAL VARIADO."
9224, REALIZA ACTIVIDADES DONDE PONE EN PR·CTICA LOS PRINCIPIOS DE LECTURA YA SEA LA INVENCIÛN DE UNA HISTORIA REAL O IMAGINARIA. RECONOCE CUAL ES EL SONIDO DE LAS LETRAS Y TRATA DE ESCRIBIR PALABRAS CORTAS,RECONOCE CUALES SON LOS VALORES DE LAS MONEDAS Y EL USO QUE ESTAS TIENEN EN LA VIDA COTIDIANA. IDENTIFICA LOS N˙MEROS ORALMENTE DEL 1 AL 10
9225,"ROBERTO TIENE MUCHA CAPACIDAD DE APRENDIZAJE, RECONOCE TODAS LAS LETRAS VISTAS EN CLASES Y  TIENE LA CAPACIDAD DE LEER ORACIONES. SABE RESPONDER PREGUNTAS SOBRE LAS LECTURAS DE COMPRENSIÛN Y LOGRA IDENTIFICAR LOS SONIDOS QUE CONFORMAN LA PALABRA. "," IDENTIFICA Y ORDENA CORRECTAMENTE LOS N˙MEROS VISTOS. LOGRA REALIZAR SUMAS CON RESULTADO MAYOR A 15. COMIENZA A RESOLVER RESTAS. IDENTIFICA MAYOR QUE, MENOR QUE E IGUAL. SUGERIMOS SEGUIR REFORZANDO LOS CONOCIMIENTOS ADQUIRIDOS."
9226,ES CAPAZ DE INVENTAR ALGUNAS HISTORIAS DE PERSONAJES Y PAISAJES QUE OBSERVA EN IM¡GENES. REQUIERE UN POCO DE APOYO PARA NARRAR ALGUNAS PARTES DE LA SECUENCIA DE UNA AN…CDOTA.,#NAME?
9227,"EXPRESA PREFERENCIAS POR JUEGOS, JUGUETES Y ACTIVIDADES QUE REALIZA. INVENTA UNA HISTORIA Y SUS PERSONAJES JUGANDO A LA RULETA LITERARIA O USANDO TÌTERES.ESCRIBE SU NOMBRE CON DIVERSOS PROPÛSITOS Y RECONOCE LA IMPORTANCIA DE SU USO EN LA VIDA DIARIA.",DETERMINA LA CANTIDAD DE ELEMENTOS DEL 1 AL 10 AL PARTICIPAR EN JUEGOS CON MATERIAL CONCRETO. UTILIZA PUNTOS DE REFERENCIA PARA LOCALIZAR OBJETOS Y COMUNICAR SU UBICACIÛN RESPONDIENDO A LOS CUESTIONAMIENTOS QUE SE LE REALIZAN.
9228,"PUEDE ESCRIBIR SU NOMBRE CON APOYO VISUAL, CON DIVERSOS PROPÛSITOS, SE INICIA EN EL PROCESO DE IDENTIFICAR EL NOMBRE DE ALGUNOS DE SUS FAMILIARES ASÌ COMO DE SUS COMPAÒEROS DE CLASE ",EN OCASIONES PUEDE EJECUTAR DESPLAZAMIENTOS Y TRAYECTORIAS SIGUIENDO LAS INSTRUCCIONES QUE UN ADULTO LE VAYA SEÒALANDO
9229,"UTILIZA PR¡CTICAS SOCIALES DE LENGUAJE, ANALÕTICA Y REFLEXIVAMENTE, ORGANIZA SU PENSAMIENTO AMPLIANDO SUS CONOCIMIENTOS AL RECIBIR, DAR, CONSULTAR, RELACIONAR, COMPARTIR INFORMACI”N ORALMENTE Y POR ESCRITO. LEE Y ESCRIBE PALABRAS Y FRASE CORTAS.","USA EL RAZONAMIENTO UTILIZANDO EL CONTEO Y LOS N⁄MEROS PARA PLANTEAR Y RESOLVER PROBLEMAS DE AGREGAR, QUITAR Y REPARTIR, ANALIZA Y ORGANIZA DATOS EN TABLAS O PICTOGRAMAS,  CONOCE Y MANEJA  INSTRUMENTOS DE MEDICI”N, ESTABLECE RELACIOINES ESPACIALES"
9230,"LOGRA DECIR RIMAS, CANCIONES , TRABALENGUAS Y ADIVINANZAS UTILIZANDO RITMO Y ENTONACIÛN, ES CAPAZ DE IR FORMANDO PALABRAS CON EL ALFABETO MÛVIL, SU ESCRITURA MEJORO NOTABLEMENTE. ","LOGRA RESOLVER PROBLEMAS DE RAZONAMIENTO REPRESENTANDO CANTIDADES DE DIVERSAS FORMAS, LE GUSTA TRABAJAR CON EL TANGRAM PARA CONSTRUIR SUS PROPIAS FORMAS DE LAS CUALES LAS DESCRIBE AMPLIAMENTE. "
9231,"COMENTA ACERCA DE CUENTOS QUE SE LEEN, RECUERDA SUCESOS Y PERSONAJES.
HA DISMINUIDO SU TIMIDEZ, LO QUE LE HA PERMITIDO INTERACTUAR CON M·S COMPAÒEROS DENTRO Y FUERA DEL SALÛN. 
NARRA CUENTOS O RELATOS, SIGUIENDO LA SECUENCIA DE SUCESOS. ","RECONOCE Y NOMBRA FIGURAS Y CUERPOS GEOMÈTRICOS Y DICE EN QUE OTROS OBJETOS SE VEN ESAS MISMAS FORMAS.
UTILIZA TÈRMINOS COMO ANTES, DESPUÈS, AL FINAL, HOY, AYER, MAÒANA, AL EXPLICAR SECUENCIAS DE ACTIVIDADES DE SU VIDA COTIDIANA .

"
9232,"NARRA HISTORIAS QUE LE SON FAMILIARES, HABLA ACERCA DE LOS PERSONAJES Y SUS CARACTERISTICAS DE LAS ACCIONES Y LOS LUGARES DONDE SE DESARROLLAN, DICE CANCIONES RIMAS Y OTROS JUEGOS DE LENGUAJE. ",CONTESTA PREGUNTAS EN LAS QUE NECESITA RECABAR DATOS; LOS ORGANIZA A TRAVES DE TABLAS Y PIGTOGRAMAS QUE INTERPRETA PARA CONTESTAR LAS PREGUNTAS PLANTEADAS. 
9233,"DESCRIBE PERSONAJES QUE HA IDENTIFICADO EN LA NARRACIÛN DE CUENTOS Y LES ASIGNA CARACTERÌSTICAS CADA VEZ M·S PRECISAS, SIGUE DESARROLLANDO SUS TRAZOS PARA LOGRAR ESCRIBIR LETRAS GUI·NDOSE DE PORTADORES DE TEXTO.","ESTABLECE RELACIONES ESPACIALES DE ORIENTACIÛN COMO A LADO DE, DEBAJO DE, SOBRE DE, ARRIBA DE, AL IDENTIFICAR Y NOMBRAR LA POSICIÛN DE LOS OBJETOS, REALIZA DESPLAZAMIENTOS SIGUIENDO UNA TRAYECTORIA DE DIRECCIONALIDAD, UTILIZA OBJETOS, SÌMBOLOS PROPIO"
9234,"SE LE FACILITA SEGUIR INDICACIONES Y PROCEDIMIENTOS SOBRE TODO EN EXPERIMENTOS COMO EL MONO DE ALPISTLE, DIBUJA SUS IDEAS Y LO QUE ENTIENDE DE CUENTOS O HISTORIAS  
","IDENTIFICA NUMEROS ESCRITOS DEL 1 AL 11, REALIZA OPERACIONES SENCILLAS DE SUMA Y RESTA, REALIZA OPERACIONES UTILIZANDO LA MONEDA DANDO SENTIDO AL USO CORRECTO DEL NUMERO CON RELACION CANTIDAD"
9235,SE ESFUERZA POR RECONOCER SU NOMBRE ESCRITO EN DOCUMENTOS. MUESTRA M·S SEGURIDAD AL DAR SU PUNTO DE VISTA SOBRE LAS SITUACIONES. INTENTA DESCRIBIR LOS HECHOS M·S RELEVANTES DE LAS LEYENDAS QUE ESCUCHA. TRATA DE INVENTAR HISTORIAS CON M·S DETALLE. ,MIDE ALGUNOS OBJETOS CON LA MANO. SEPARA ELEMENTOS DE UNA COLECCIÛN SEG˙N SUS CARACTERÌSTICAS. EN OCASIONES LOGRA ORGANIZAR INFORMACIÛN EN TABLAS. SE ESFUERZA POR CONTAR LOS N˙MEROS EN ORDEN HASTA EL 10. LOGRA RECONOCER ALGUNAS FIGURAS GEOMÈTRICAS. 
9236,"RECONOCE SU NOMBRE Y LO ESCRIBE SIN APOYO VISUAL, RECONOCE EN OCASIONES EL DE ALGUNOS COMPAÒEROS. MANTIENE LA ATENCIÛN Y SIGUE LA LÛGICA EN LAS CONVERSACIONES, SOLICITA LA PALABRA Y RESPETA LOS TURNOS DE HABLA DE LOS DEM·S. ","AL ESTAR EN UNA SITUACIÛN QUE IMPLICA ALCANZAR UN PROPÛSITO DE TENER QUE REPRESENTAR CIERTAS CANTIDADES, LO PUEDE HACER UTILIZANDO DIVERSIDAD DE OBJETOS, SÌMBOLOS PROPIOS Y EN ALGUNOS CASOS, TAMBIÈN UTILIZA LOS N˙MEROS DE FORMA ESCRITA."
9237,"PARTICIPA EN LARGAS CONVERSACIONES RESPONDIENDO, CUESTIONANDO O COMENTANDO YA SEA CON UNO O VARIOS INTERLOCUTORES. ","RESUELVE PROBLEMAS DE MANERA SENCILLA, ADEM·S EXPLICA QUE PROCEDIMIENTO A UTILIZADO A LA VEZ QUE AYUDA A OTROS EN LA RESOLUCIÛN DE ESTOS. "
9238,INTERPRETA LAS ACCIONES QUE ES NECESARIO RELIZAR PARA LLEVAR A CABO UNA ACTIVIDAD O JUEGO. DIFERENCIA LA ESCRITURA DE N˙MEROS Y LETRAS. PARTICIPA EN LA LECTURA DE CUENTOS Y LEYENDAS Y RESCATA LA IDEA PRINCIPAL DE ESTE. ESCRIBE SU NOMBRE . ,"SE UBICA EN EL ESPACIO EN RELACIÛN A OBJETOS SEÒALANDO SI ESTA ARRIBA, ABAJO, ATR·S O DELANTE DE ELLOS. LOGRA ORDENAR COLECCIONES DE MANERA ASCENDENTE. CUENTA DE MANERA ORDENADA HASTA EL 10.  CLASIFICA ELEMENTOS POR COLOR, TAMAÒO Y FORMA.  "
9239,SE EXPRESA CLARAMENTE. RECONOCE SU NOMBRE,REALIZA SUMAS CON CANTIDADES MENORES A 10
9240,"ESCRIBE SU NOMBRE. EXPRESA SUS PREFERENCIAS POR LOS CUENTOS. COMENTA Y TRATA DE  CONTAR UN CUENTO. DESCRIBE LO QUE OBSERVA EN IM·GENES. DICE CANCIONES, TRABALENGUAS.",IDENTIFICA EL VALOR DE LAS MONEDAS DE UN PESO. USA INFORMACIÛN QUE CONOCE PARA RESPONDE DONDE ESTA O COMO LE HACE PARA LLEGAR  A UN LUGAR. 
9241,"IDENTIFICA SU NOMBRE.
IDENTIFICA VOCALES.
EXPRESA SUS IDEAS Y PARTICIPA.
UBICA LAS VOCALES EN ALGUNAS PALABRAS.","CONTEO ORAL DEL 1 AL 16.
IDENTIFICA NUMEROS DEL 1 AL 5.
REPRODUCE MODELOS CON FORMAS FIGURAS Y CUERPOS GEOMETRICOS. 
IDENTIFICA ALGUNOS USOS DE LOS NUMEROS EN LA VIDA COTIDIANA."
9242,CREA HISTORIAS EN BASE A IM¡GENES O CAMBIA SUCESOS DE LAS QUE YA CONOCE. IDENTIFICA PALABRAS QUE RIMAN. ESCRIBE SU NOMBRE. POR MEDIO DE JUEGOS DESCRIBE PERSONAJES Y LUGARES.,"CONOCE SITUACIONES DE LA VIDA COTIDIANA EN LA QUE SE USAN LOS N⁄MEROS. REGISTRA ACTIVIDADES COMO FUERON PASANDO, UTILIZANDO T…RMINOS COMO HOY, AYER, MA—ANA. IDENTIFICA EL VALOR DE LAS MONEDAS "
9243,ESCUCHA ALGUNAS DIFERENCIAS EN LAS FORMAS DE HABLAR DE LA GENTE E INTENTA DECIR ALGUNAS PALABRAS DE OTRAS LENGUAS. CON AYUDA REGISTRA UNA RECETA DE COMO PREPARAR ALIMENTOS.,IDENTIFICA OBJETOS QUE SE PARECEN A LOS CUERPOS GEOMÈTRICOS. CLASIFICA COLECCIONES CON BASE EN LA CANTIDAD DE ELEMENTOS. ESTA EN PROCESO PARA PARA UBICAR OBJETOS Y LUGARES A TRAVÈS DE LA INTERPRETACIÛN DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA.
9244,"RECONSTRUYE UN TEXTO CON APOYO DE LA DOCENTE DE FORMA COOPERATIVA, DISFRUTA LA NARRACIÛN DE CUENTOS CON SENTIDO DE COMPRENSIÛN Y RETENCIÛN DE LO QUE SE LEE, COMIENZA A EXPLORAR DIVERSIDAD DE TEXTOS LIBREMENTE","REALIZA LA SEPARACIÛN DE OBJETOS Y FIGURAS GEOMÈTRICAS COMPARANDO SUS CARACTERÌSTICAS POR TAMAÒO, LOS AGRUPA BAJO EL CRITERIO DE GRANDE-PEQUEÒO; DESARROLLA SU PENSAMIENTO LÛGICO AL REALIZAR CLASIFICACIÛN DE OBJETOS POR COLOR  DE MANERA LIBRE."
9245, REALIZA DESCRIPCIONES CLARAS SOBRE  OBJETOS DE SU ENTORNO QUE OBSERVA. IDENTIFICA LA IMPORTANCIA DE  CONOCER SU NOMBRE Y LO ESCRIBE CON DIVERSOS PROPOSITOS.,"RESUELVE PROBLEMAS UTILIZANDO EL CONTEO SOBRE COLECCIONES NO 
MAYORES A 10 ELEMENTOS, RECONOCE Y EXPRESA DIVERSOS USOS DE LOS NUMEROS EN LA VIDA COTIDIANA, DICE LOS NUMEROS DE FORMAS ACENDENTE Y DESCENDENTE DEL 1 AL 10 Y TAMBIEN REALIZA ESCRITURA"
9246,"ECONOCE QUE HAY PALABRAS QUE SE USAN PARA REFERIRSE A UNA MISMA COSA AUNQUE SE DICEN DIFERENTE SEG˙N EL LUGAR, MENCIONA ALGUNAS QUE UTILIZAN EN SU CASA
ELIGE Y ESCUCHA LOS TEXTOS QUE LE GUSTAN.
RECONOCE CUAL ES UN INSTRUCTIVO, UNA RECETA Y UN POEMA","LOGRA REALIZAR EL CONTEO DE OBJETOS HASTA EL NUMERO 30 
RECONOCE LA ESCRITURA DE LOS N˙MEROS HASTA EL 30
RECONOCE EL ORDEN DE LA SERIE NUMÈRICA HASTA EL 30
RECONOCE LAS MONEDAS DE 1, 2, 5, Y 10 PESOS
"
9247,"ESCRIBE SU NOMBRE CON APOYO VISUAL
ES CAPAZ DE DESCRIBIR PERSONAJES REALES O IMAGINARIOS DE CUENTOS QUE ESCUCHA
CONOCE EL USO DE INSTRUCTIVO O RECETAS","CONOCE Y NOMBRAS LAS FICGURAS GEOMETRICAS BASICAS COMO EL TRIANGULOS, CUADRADO, RECTANGULO Y CIRCULO.
CUENTA OBJETOS SIGUIENDO SECUENCIA NUMÈRICA DEL 1 AL 30.
CON APOYO DE UN ADULTO RECONOCE EL VALOR DE ALGUNAS MONEDAS«"
9248,UTILIZA LAS LETRAS QUE CONOCE INCLUYENDO LAS LETRAS DE SU NOMBRE PARA PLASMAR ALGUNA IDEA Y EXPLICA LO QUE DICE SU TEXTO. EXPRESA ALGUNAS IDEAS O PENSAMIENTOS DE FORMA BREVE.,"CON EL APOYO DEL DOCENTE LOGRA ORDENAR EVENTOS DE SU VIDA COTIDIANA USANDO EXPRESIONES COMO DÌA, NOCHE, AYER, HOY."
9249,"EXPRESA IDEAS M·S COMPLETAS Y COHERENTES (LOGRA ESTRUCTURAR ENUNCIADOS M·S LARGOS Y MEJOR ARTICULADOS), PONE EN JUEGO SU COMPRENSIÛN Y REFLEXIÛN SOBRE LO QUE DICE, A QUIÈN, CÛMO Y PARA QUÈ Y AMPLÌA SU CAPACIDAD DE ESCUCHA.",LOGRA ESTABLECER CON MAYOR FACILIDAD RELACIONES TEMPORALES  AL ORGANIZAR SUCESOS DE ACTIVIDADES DE SU VIDA COTIDIANA. CUENTA SIN PERDER EL CONTROL DEL ORDEN DE LA SERIE EN COLECCIONES MAYORES A 20 RECONOCIENDO QUE EL ˙LTIMO N˙MERO QUE DICE ES EL CARD
9250,ES CAPAZ DE REALIZAR NARRACION DE HISTORIAS DE INVENCIÛN PROPIA Y EXPRESA OPINIONES RESPETANDO LA CREACIÛN DE OTROS.,RECABA INFORMACIÛN PARA RECABAR DATOS DE ALG˙N TEMA EN PARTÌCULAR Y OBSERVA CÛMO SE PUEDE GRAFICAR. COMPRENDE QUE LOS N˙MEROS SE UTILIZAN EN DIVERSAS SITUACIONES DE LA VIDA COTIDIANA. 
9251,CON APOYO COMENTA QUE FUE LO QUE M·S LE GUSTÛ AL VER LA LEYENDA EL CONEJO EN LA LUNA APRENDE RIMAS CORTAS Y LAS RECITA EN UN VIDEO.,IDENTIFICA CON APOYO LAS FORMAS GEOMÈTRICAS EN OBJETOS QUE ENCUENTRA EN SU CASA. 
9252,"COMPRENDE INSTRUCTIVOS ELEMENTALES QUE INCORPORAN IM·GENES; POR EJEMPLO, RECETAS O PROCEDIMIENTOS PARA CONSTRUIR OBJETOS.
NARRA EVENTOS O EXPERIENCIAS PERSONALES UBIC·NDOSE CON MAYOR PRECISIÛN EN EL TIEMPO
","REPRESENTA GR·FICAMENTE DENTRO DE SUS POSIBILIDADES LOS N˙MEROS DEL 1 AL 10, EN ACTIVIDADES GR·FICAS DE CONTEO DE ELEMENTOS."
9253,"COMPRENDE LA LECTURA DE TEXTOS, RESPONDIENDO A LO QUE SE LE CUESTIONA SOBRE LA LECTURA. IDENTIFICA ALGUNAS LETRAS DEL ALFABETO.","ESCRIBE LOS N⁄MEROS DEL 1 AL 10, ALGUNOS CON UN POCO DE AYUDA PARA LOGRAR ESCRIBIRLOS. IDENTIFICA FIGURAS GEOM…TRICAS Y OBJETOS CON FORMA DE ESTAS.  MUESTRA INTER…S POR CONOCER EL VALOR DE LAS MONEDAS AL REALIZAR ACTIVIDADES DE COMPRA-VENTA."
9254,"RESPONDE Y COMIENZA A IDENTIFICAR DE FORMA ESCRITA SU NOMBRE, LOGRA REALIZAR LA ESCRITURA DEL MISMO CON APOYO (DICTADO DE LA LETRA), IDENTIFICA A LOS MIEMBROS DE SU FAMILIA Y ALGUNOS COMPAÒEROS DE SU GRUPO, RECONOCE Y CUIDA SUS OBJETOS PERSONALES ","IDENTIFICA N˙MEROS Y HACE USO DE ELLOS CON DIFERENTES PROPÛSITOS, SE INICIA EN EL CONTEO CON CORRESPONDENCIA UNO A UNO PARA RESOLVER DIVERSAS  SITUACIONES CON APOYO "
9255,"AL HABLAR DE UN TEMA, EXPRESA SUS IDEAS E INTERACT˙A CON LAS DEM·S PERSONAS.",CON AYUDA RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO.
9256,"ESCUCHA CON ATENCIÛN LOS CUENTOS Y NARRA DE LO QUE SE PUEDE TRATAR CON VER LAS IM·GENES. SE EXPRESA DE MANERA COHERENTE Y CLARA EN SU ENTORNO FAMILIAR, UTILIZA EL LENGUAJE COMO MEDIO DE COMUNICACIÛN. DA DATOS DE EL AL SER CUESTIONADA","COMUNICA DE MANERA ORAL Y ESCRITA LOS N˙MEROS DEL 1 AL 10 EN DIVERSAS SITUACIONES DE DIFERENTES MANERAS, INCLUIDA LA CONVENCIONAL.RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE LAS COLECCIONES.IDENTIFICA VARIOS EVENTOS EN SU VIDA 
"
